key,cp,ville,lat,lon
14210_ESQUAY-NOTRE-DAME,14210,ESQUAY-NOTRE-DAME,49.112353,-0.473643
14123_FLEURY-SUR-ORNE,14123,FLEURY-SUR-ORNE,49.15057,-0.376396
14140_LIVAROT,14140,LIVAROT,49.001733,0.229532
14320_MAY-SUR-ORNE,14320,MAY-SUR-ORNE,49.103011,-0.374055
14980_ROTS,14980,ROTS,49.225399,-0.490016
14710_VIERVILLE-SUR-MER,14710,VIERVILLE-SUR-MER,49.371706,-0.899307
14113_VILLERVILLE -,14113,VILLERVILLE -,49.393473,0.122501
14117_ARROMANCHES-LES-BAINS,14117,ARROMANCHES-LES-BAINS,49.337958,-0.623592
14990_BERNIERES-SUR-MER,14990,BERNIERES-SUR-MER,49.330041,-0.415407
14100_BEUVILLERS,14100,BEUVILLERS,49.127156,0.249921
14460_COLOMBELLES -,14460,COLOMBELLES -,49.194563,-0.294056
14270_MEZIDON-CANON,14270,MEZIDON-CANON,49.072299,-0.071192
14420_POTIGNY,14420,POTIGNY,48.970866,-0.24606
14430_PUTOT-EN-AUGE -,14430,PUTOT-EN-AUGE -,49.217081,-0.067512
14800_TOUQUES -,14800,TOUQUES -,49.357601,0.111023
14420_SOUMONT-SAINT-QUENTIN,14420,SOUMONT-SAINT-QUENTIN,48.978926,-0.235342
14640_VILLERS-SUR-MER -,14640,VILLERS-SUR-MER -,49.314048,0.007801
14230_ISIGNY-SUR-MER -,14230,ISIGNY-SUR-MER -,49.285961,-1.056105
14220_THURY-HARCOURT,14220,THURY-HARCOURT,48.986868,-0.509414
14910_BENERVILLE-SUR-MER,14910,BENERVILLE-SUR-MER,49.345155,0.042826
14490_SAINT-PAUL-DU-VERNAY,14490,SAINT-PAUL-DU-VERNAY,49.195142,-0.764755
14590_MOYAUX,14590,MOYAUX,49.197554,0.352671
14710_TREVIERES,14710,TREVIERES,49.30235,-0.90805
14800_TOURGEVILLE -,14800,TOURGEVILLE -,49.319181,0.074851
14960_ASNELLES,14960,ASNELLES,49.337095,-0.582963
14880_COLLEVILLE-MONTGOMERY -,14880,COLLEVILLE-MONTGOMERY -,49.278798,-0.293551
14430_DOZULE -,14430,DOZULE -,49.231357,-0.045071
14220_HAMARS,14220,HAMARS,48.998658,-0.546333
14150_OUISTREHAM -,14150,OUISTREHAM -,49.274465,-0.260058
14210_TROIS-MONTS,14210,TROIS-MONTS,49.06768,-0.482
14500_VAUDRY,14500,VAUDRY,48.858651,-0.848364
14510_HOULGATE,14510,HOULGATE,49.29759,-0.066937
14430_BEUVRON-EN-AUGE -,14430,BEUVRON-EN-AUGE -,49.196985,-0.031912
14130_BLANGY-LE-CHATEAU,14130,BLANGY-LE-CHATEAU,49.249591,0.281097
14740_BRETTEVILLE-L'ORGUEILLEUSE -,14740,BRETTEVILLE-L'ORGUEILLEUSE -,49.209048,-0.519927
14600_HONFLEUR -,14600,HONFLEUR -,49.409387,0.227344
14380_LANDELLES-ET-COUPIGNY,14380,LANDELLES-ET-COUPIGNY,48.897274,-1.001519
14230_LES OUBEAUX,14230,LES OUBEAUX,49.28484,-1.0463
14100_COURTONNE-LA-MEURDRAC -,14100,COURTONNE-LA-MEURDRAC -,49.119068,0.327471
14113_CRICQUEBOEUF,14113,CRICQUEBOEUF,49.40223,0.142925
14200_HEROUVILLE-SAINT-CLAIR -,14200,HEROUVILLE-SAINT-CLAIR -,49.203411,-0.332375
14810_MERVILLE-FRANCEVILLE-PLAGE,14810,MERVILLE-FRANCEVILLE-PLAGE,49.269069,-0.192608
14570_CLECY,14570,CLECY,48.906634,-0.488723
14490_LE TRONQUAY,14490,LE TRONQUAY,49.230999,-0.815219
14110_SAINT-GERMAIN-DU-CRIOULT,14110,SAINT-GERMAIN-DU-CRIOULT,48.859704,-0.604218
14290_CERNAY -,14290,CERNAY -,49.020938,0.325527
14350_ETOUVY -,14350,ETOUVY -,48.893634,-0.883448
14210_TOURVILLE-SUR-ODON,14210,TOURVILLE-SUR-ODON,49.139907,-0.503334
14100_LISIEUX -,14100,LISIEUX -,49.145761,0.242246
14120_MONDEVILLE,14120,MONDEVILLE,49.170017,-0.310786
14450_GRANDCAMP-MAISY -,14450,GRANDCAMP-MAISY -,49.374461,-1.037543
14220_BOULON,14220,BOULON,49.048856,-0.396206
14100_HERMIVAL-LES-VAUX -,14100,HERMIVAL-LES-VAUX -,49.164626,0.282654
14220_THURY-HARCOURT -,14220,THURY-HARCOURT -,48.986868,-0.509414
14360_TROUVILLE-SUR-MER -,14360,TROUVILLE-SUR-MER -,49.371571,0.102801
14800_DEAUVILLE -,14800,DEAUVILLE -,49.354643,0.073063
14680_BRETTEVILLE-SUR-LAIZE,14680,BRETTEVILLE-SUR-LAIZE,49.049496,-0.32173
14110_CONDE-SUR-NOIREAU,14110,CONDE-SUR-NOIREAU,48.855823,-0.59601
14390_CABOURG -,14390,CABOURG -,49.286373,-0.125678
14690_PIERREFITTE-EN-CINGLAIS,14690,PIERREFITTE-EN-CINGLAIS,48.903866,-0.386669
14320_FONTENAY-LE-MARMION,14320,FONTENAY-LE-MARMION,49.090356,-0.352803
14370_ARGENCES -,14370,ARGENCES -,49.134291,-0.159707
14310_EPINAY-SUR-ODON,14310,EPINAY-SUR-ODON,49.072092,-0.6215
14480_SAINT-GABRIEL-BRECY,14480,SAINT-GABRIEL-BRECY,49.276453,-0.56646
14480_CREULLY SUR SEULES,14480,CREULLY SUR SEULES,49.277464,-0.559365
14260_CAMPANDRE-VALCONGRAIN -,14260,CAMPANDRE-VALCONGRAIN -,48.962239,-0.599939
14500_VIRE -,14500,VIRE -,48.820096,-0.876479
14480_BANVILLE,14480,BANVILLE,49.311575,-0.493821
14440_CRESSERONS,14440,CRESSERONS,49.287073,-0.353951
14410_VASSY -,14410,VASSY -,48.853716,-0.696168
14350_SAINTE-MARIE-LAUMONT -,14350,SAINTE-MARIE-LAUMONT -,48.909865,-0.920649
15000_AURILLAC,15000,AURILLAC,44.918771,2.435053
15110_CHAUDES-AIGUES,15110,CHAUDES-AIGUES,44.850932,3.00042
15230_PIERREFORT,15230,PIERREFORT,44.92502,2.835529
15140_SALERS,15140,SALERS,45.138113,2.492205
15270_CHAMPS-SUR-TARENTAINE-MARCHAL,15270,CHAMPS-SUR-TARENTAINE-MARCHAL,45.393256,2.612536
15190_MARCENAT,15190,MARCENAT,45.314209,2.852776
15600_MAURS -,15600,MAURS -,44.715182,2.172711
15100_SAINT-FLOUR,15100,SAINT-FLOUR,45.02387,3.07272
15150_LAROQUEBROU -,15150,LAROQUEBROU -,44.968952,2.195016
15300_MURAT -,15300,MURAT -,45.123661,2.857375
15300_MURAT,15300,MURAT,45.123661,2.857375
15000_NAUCELLES,15000,NAUCELLES,44.951432,2.417056
15130_PRUNET,15130,PRUNET,44.823431,2.467761
15310_SAINT-CERNIN,15310,SAINT-CERNIN,45.052064,2.412226
15210_YDES,15210,YDES,45.343197,2.450876
15160_ALLANCHE,15160,ALLANCHE,45.234985,2.946568
15200_MAURIAC,15200,MAURIAC,45.224559,2.324771
15100_SAINT-FLOUR -,15100,SAINT-FLOUR -,45.02387,3.07272
15310_SAINT-ILLIDE,15310,SAINT-ILLIDE,45.050575,2.319732
15130_ARPAJON-SUR-CERE,15130,ARPAJON-SUR-CERE,44.879698,2.464197
15250_JUSSAC,15250,JUSSAC,44.996574,2.424822
15270_LANOBRE,15270,LANOBRE,45.432958,2.537433
15250_SAINT-PAUL-DES-LANDES,15250,SAINT-PAUL-DES-LANDES,44.941802,2.304458
15800_VIC-SUR-CERE,15800,VIC-SUR-CERE,44.964897,2.618348
15290_LE ROUGET,15290,LE ROUGET,44.882907,2.233149
15590_VELZIC,15590,VELZIC,44.996855,2.549174
15200_JALEYRAC,15200,JALEYRAC,45.270413,2.362376
15140_SAINT-MARTIN-CANTALES,15140,SAINT-MARTIN-CANTALES,45.090456,2.302231
15600_MAURS,15600,MAURS,44.715182,2.172711
15700_PLEAUX,15700,PLEAUX,45.144959,2.246668
15400_RIOM-ES-MONTAGNES,15400,RIOM-ES-MONTAGNES,45.285689,2.659432
15300_LAVIGERIE,15300,LAVIGERIE,45.13262,2.744028
15580_SAINT-JACQUES-DES-BLATS -,15580,SAINT-JACQUES-DES-BLATS -,45.058839,2.71367
15120_MONTSALVY,15120,MONTSALVY,44.698879,2.488483
15400_SAINT-ETIENNE-DE-CHOMEIL,15400,SAINT-ETIENNE-DE-CHOMEIL,45.34641,2.611454
15380_ANGLARDS-DE-SALERS,15380,ANGLARDS-DE-SALERS,45.202066,2.451111
15200_CHALVIGNAC -,15200,CHALVIGNAC -,45.24663,2.263061
15140_FONTANGES,15140,FONTANGES,45.104757,2.527567
15160_LANDEYRAT -,15160,LANDEYRAT -,45.279895,2.884064
15500_MASSIAC,15500,MASSIAC,45.24564,3.20131
15320_RUYNES-EN-MARGERIDE,15320,RUYNES-EN-MARGERIDE,45.001267,3.221397
15240_SAIGNES,15240,SAIGNES,45.33284,2.478442
15170_COLTINES,15170,COLTINES,45.092526,3.008876
15140_SAINT-CHAMANT,15140,SAINT-CHAMANT,45.094433,2.454635
15800_RAULHAC,15800,RAULHAC,44.900594,2.654565
15270_LANOBRE -,15270,LANOBRE -,45.432958,2.537433
15120_MONTSALVY -,15120,MONTSALVY -,44.698879,2.488483
15260_NEUVEGLISE,15260,NEUVEGLISE,44.934285,2.985768
15170_TALIZAT,15170,TALIZAT,45.116305,3.060537
15400_TRIZAC,15400,TRIZAC,45.24606,2.520183
15230_BREZONS,15230,BREZONS,44.986033,2.802705
15250_CRANDELLES,15250,CRANDELLES,44.959407,2.357004
15230_CEZENS,15230,CEZENS,44.983645,2.855795
15340_MOURJOU -,15340,MOURJOU -,44.691162,2.329535
15150_LAROQUEBROU,15150,LAROQUEBROU,44.968952,2.195016
15190_MONTGRELEIX,15190,MONTGRELEIX,45.345183,2.873192
15400_CHEYLADE,15400,CHEYLADE,45.210488,2.715271
15700_ALLY,15700,ALLY,45.168141,2.319027
15600_BOISSET,15600,BOISSET,44.783581,2.255666
15600_LEYNHAC,15600,LEYNHAC,44.742654,2.272145
15390_LOUBARESSE,15390,LOUBARESSE,45.180805,3.228278
15700_PLEAUX -,15700,PLEAUX -,45.144959,2.246668
15600_QUEZAC,15600,QUEZAC,44.754528,2.177192
15230_SAINTE-MARIE,15230,SAINTE-MARIE,44.877647,2.886746
15290_LA SEGALASSIERE,15290,LA SEGALASSIERE,44.892014,2.208142
15190_LUGARDE,15190,LUGARDE,45.277522,2.759713
15140_SALERS -,15140,SALERS -,45.138113,2.492205
15340_CASSANIOUZE,15340,CASSANIOUZE,44.668862,2.377445
15200_MEALLET,15200,MEALLET,45.262853,2.416418
15390_LOUBARESSE -,15390,LOUBARESSE -,45.179743,3.227477
15100_MONTCHAMP,15100,MONTCHAMP,45.07074,3.205335
15140_SAINT-MARTIN-VALMEROUX,15140,SAINT-MARTIN-VALMEROUX,45.122851,2.441482
15340_SENEZERGUES,15340,SENEZERGUES,44.712368,2.405019
15600_BOISSET -,15600,BOISSET -,44.783581,2.255666
15100_VILLEDIEU -,15100,VILLEDIEU -,45.000499,3.061032
15340_MOURJOU,15340,MOURJOU,44.691162,2.329535
15000_AURILLAC -,15000,AURILLAC -,44.918771,2.435053
15320_CLAVIERES,15320,CLAVIERES,45.001433,3.287888
15200_CHALVIGNAC,15200,CHALVIGNAC,45.24663,2.263061
15130_LAFEUILLADE-EN-VEZIE,15130,LAFEUILLADE-EN-VEZIE,44.791628,2.458263
15300_DIENNE -,15300,DIENNE -,45.170493,2.809336
15600_SAINT-CONSTANT,15600,SAINT-CONSTANT,44.693639,2.246256
15220_ROANNES-SAINT-MARY -,15220,ROANNES-SAINT-MARY -,44.845816,2.399336
16260_CHASSENEUIL-SUR-BONNIEURE,16260,CHASSENEUIL-SUR-BONNIEURE,45.822963,0.447077
16140_AIGRE,16140,AIGRE,45.901605,0.017379
16000_ANGOULEME -,16000,ANGOULEME -,45.644105,0.148008
16300_BARRET,16300,BARRET,45.488824,-0.204251
16140_MONS,16140,MONS,45.862385,-0.02403
16430_CHAMPNIERS -,16430,CHAMPNIERS -,45.715403,0.201438
16410_DIGNAC,16410,DIGNAC,45.558696,0.286912
16110_LA ROCHEFOUCAULD,16110,LA ROCHEFOUCAULD,45.735444,0.371541
16710_SAINT-YRIEIX-SUR-CHARENTE,16710,SAINT-YRIEIX-SUR-CHARENTE,45.67955,0.127748
16320_VILLEBOIS-LAVALETTE,16320,VILLEBOIS-LAVALETTE,45.483389,0.278337
16390_AUBETERRE-SUR-DRONNE,16390,AUBETERRE-SUR-DRONNE,45.268515,0.168035
16270_ROUMAZIERES-LOUBERT,16270,ROUMAZIERES-LOUBERT,,
16200_JARNAC -,16200,JARNAC -,45.690032,-0.169722
16000_ANGOULEME,16000,ANGOULEME,45.644105,0.148008
16100_COGNAC -,16100,COGNAC -,45.694905,-0.337146
16200_BOURG-CHARENTE,16200,BOURG-CHARENTE,45.66958,-0.217579
16300_BARBEZIEUX-SAINT-HILAIRE,16300,BARBEZIEUX-SAINT-HILAIRE,45.479903,-0.156139
16500_CONFOLENS,16500,CONFOLENS,46.027128,0.663175
16220_MONTBRON -,16220,MONTBRON -,,
16150_CHASSENON -,16150,CHASSENON -,,
16290_HIERSAC -,16290,HIERSAC -,,
16100_COGNAC,16100,COGNAC,45.694905,-0.337146
16210_LES ESSARDS,16210,LES ESSARDS,45.239384,0.114375
16250_MAINFONDS -,16250,MAINFONDS -,45.519897,0.017009
16500_CONFOLENS -,16500,CONFOLENS -,46.027128,0.663175
16250_CRESSAC-SAINT-GENIS,16250,CRESSAC-SAINT-GENIS,,
16220_MONTBRON,16220,MONTBRON,45.668521,0.504569
16570_MARSAC,16570,MARSAC,45.743088,0.076497
16190_MONTMOREAU-SAINT-CYBARD,16190,MONTMOREAU-SAINT-CYBARD,45.405825,0.146052
16200_MERIGNAC -,16200,MERIGNAC -,45.698737,-0.075918
16110_LA ROCHETTE,16110,LA ROCHETTE,45.802469,0.314803
16200_SIGOGNE -,16200,SIGOGNE -,45.737981,-0.178301
16100_CHATEAUBERNARD -,16100,CHATEAUBERNARD -,45.676569,-0.314488
16140_MONS -,16140,MONS -,,
16230_MANSLE,16230,MANSLE,45.886042,0.184905
16170_ROUILLAC -,16170,ROUILLAC -,45.799109,-0.075094
16340_L'ISLE-D'ESPAGNAC,16340,L'ISLE-D'ESPAGNAC,45.661819,0.198545
16380_SAINT-GERMAIN-DE-MONTBRON,16380,SAINT-GERMAIN-DE-MONTBRON,45.637477,0.415388
16380_CHARRAS,16380,CHARRAS,45.542856,0.42089
16110_PRANZAC,16110,PRANZAC,45.670335,0.346758
16290_ASNIERES-SUR-NOUERE,16290,ASNIERES-SUR-NOUERE,45.70746,0.051331
16700_LA FAYE -,16700,LA FAYE -,46.022825,0.17297
16210_RIOUX-MARTIN,16210,RIOUX-MARTIN,45.246762,0.002332
16120_TOUZAC,16120,TOUZAC,45.532382,-0.143188
17290_AIGREFEUILLE-D'AUNIS,17290,AIGREFEUILLE-D'AUNIS,46.120805,-0.941821
17530_ARVERT,17530,ARVERT,45.749347,-1.134029
17610_CHANIERS,17610,CHANIERS,45.734122,-0.557355
17360_LA CLOTTE,17360,LA CLOTTE,45.111678,-0.142874
17170_COURCON,17170,COURCON,46.257399,-0.774728
17120_COZES,17120,COZES,45.578371,-0.824192
17139_DOMPIERRE-SUR-MER,17139,DOMPIERRE-SUR-MER,46.1884,-1.067442
17137_L'HOUMEAU,17137,L'HOUMEAU,46.192339,-1.18418
17500_JONZAC,17500,JONZAC,45.444416,-0.427413
17137_MARSILLY,17137,MARSILLY,46.226702,-1.139441
17570_LES MATHES,17570,LES MATHES,45.708244,-1.165186
17300_ROCHEFORT,17300,ROCHEFORT,45.94403,-0.967748
17270_MONTGUYON,17270,MONTGUYON,45.208188,-0.164377
17300_ROCHEFORT -,17300,ROCHEFORT -,45.94403,-0.967748
17810_SAINT-GEORGES-DES-COTEAUX,17810,SAINT-GEORGES-DES-COTEAUX,45.775564,-0.703298
17100_SAINTES,17100,SAINTES,45.748804,-0.647217
17500_CHAMPAGNAC,17500,CHAMPAGNAC,45.432738,-0.384345
17000_LA ROCHELLE -,17000,LA ROCHELLE -,46.157457,-1.170642
17750_ETAULES,17750,ETAULES,45.725353,-1.100082
17130_MONTENDRE,17130,MONTENDRE,45.286605,-0.388766
17800_PONS,17800,PONS,45.577836,-0.559957
17350_PORT-D'ENVAUX,17350,PORT-D'ENVAUX,45.816821,-0.667855
17240_SAINT-GENIS-DE-SAINTONGE,17240,SAINT-GENIS-DE-SAINTONGE,45.480255,-0.566556
17120_EPARGNES,17120,EPARGNES,45.546403,-0.80252
17137_ESNANDES,17137,ESNANDES,46.249835,-1.124019
17120_FLOIRAC -,17120,FLOIRAC -,45.466655,-0.744716
17600_MEDIS,17600,MEDIS,45.64403,-0.965018
17520_ARCHIAC,17520,ARCHIAC,45.520871,-0.29952
17210_CHEVANCEAUX,17210,CHEVANCEAUX,45.299014,-0.205988
17340_CHATELAILLON-PLAGE -,17340,CHATELAILLON-PLAGE -,46.073827,-1.084846
17450_FOURAS,17450,FOURAS,45.987155,-1.089604
17120_MEURSAC,17120,MEURSAC,45.653041,-0.815339
17150_MIRAMBEAU,17150,MIRAMBEAU,45.369363,-0.57709
17240_SAINT-FORT-SUR-GIRONDE,17240,SAINT-FORT-SUR-GIRONDE,45.45736,-0.725012
17350_SAINT-SAVINIEN,17350,SAINT-SAVINIEN,45.884387,-0.688355
17390_LA TREMBLADE,17390,LA TREMBLADE,45.780746,-1.149971
17270_CERCOUX,17270,CERCOUX,45.126768,-0.204939
17870_BREUIL-MAGNE,17870,BREUIL-MAGNE,45.992362,-0.9645
17120_BRIE-SOUS-MORTAGNE,17120,BRIE-SOUS-MORTAGNE,45.493688,-0.745551
17610_CHANIERS -,17610,CHANIERS -,45.734122,-0.557355
17480_LE CHATEAU-D'OLERON,17480,LE CHATEAU-D'OLERON,,
17120_CHENAC-SAINT-SEURIN-D'UZET,17120,CHENAC-SAINT-SEURIN-D'UZET,45.514336,-0.814577
17230_MARANS -,17230,MARANS -,46.314324,-1.004164
17137_NIEUL-SUR-MER,17137,NIEUL-SUR-MER,46.209438,-1.163916
17210_ORIGNOLLES,17210,ORIGNOLLES,45.224706,-0.233256
17138_PUILBOREAU,17138,PUILBOREAU,46.186054,-1.115777
17120_MORTAGNE-SUR-GIRONDE,17120,MORTAGNE-SUR-GIRONDE,45.500509,-0.77589
17200_ROYAN,17200,ROYAN,45.634186,-1.017415
17520_SAINTE-LHEURINE -,17520,SAINTE-LHEURINE -,45.523268,-0.361156
17540_SAINT-SAUVEUR-D'AUNIS,17540,SAINT-SAUVEUR-D'AUNIS,46.218496,-0.886928
17120_TALMONT-SUR-GIRONDE,17120,TALMONT-SUR-GIRONDE,45.533148,-0.900802
17430_TONNAY-CHARENTE,17430,TONNAY-CHARENTE,45.962307,-0.878125
17132_MESCHERS-SUR-GIRONDE,17132,MESCHERS-SUR-GIRONDE,45.570173,-0.954874
17000_LA ROCHELLE,17000,LA ROCHELLE,46.157457,-1.170642
17110_SAINT-GEORGES-DE-DIDONNE,17110,SAINT-GEORGES-DE-DIDONNE,45.600247,-0.987484
17240_CHAMPAGNOLLES,17240,CHAMPAGNOLLES,45.514431,-0.642322
17130_COURPIGNAC,17130,COURPIGNAC,45.309137,-0.501954
17420_SAINT-PALAIS-SUR-MER -,17420,SAINT-PALAIS-SUR-MER -,45.651402,-1.091027
17600_SAUJON,17600,SAUJON,45.673346,-0.935478
17600_L'EGUILLE,17600,L'EGUILLE,45.703938,-0.980168
17160_MATHA,17160,MATHA,45.860556,-0.32013
17420_SAINT-PALAIS-SUR-MER,17420,SAINT-PALAIS-SUR-MER,45.651402,-1.091027
17640_VAUX-SUR-MER,17640,VAUX-SUR-MER,45.643092,-1.058948
17120_COZES -,17120,COZES -,45.578371,-0.824192
17130_MONTENDRE -,17130,MONTENDRE -,45.286605,-0.388766
17100_LA CHAPELLE-DES-POTS -,17100,LA CHAPELLE-DES-POTS -,45.761928,-0.540172
17880_LES PORTES-EN-RE,17880,LES PORTES-EN-RE,46.245885,-1.498869
17540_ANGLIERS,17540,ANGLIERS,46.212632,-0.951875
17590_ARS-EN-RE,17590,ARS-EN-RE,46.214096,-1.508569
17340_CHATELAILLON-PLAGE,17340,CHATELAILLON-PLAGE,46.073827,-1.084846
17290_CIRE-D'AUNIS,17290,CIRE-D'AUNIS,46.047104,-0.933569
17670_LA COUARDE-SUR-MER,17670,LA COUARDE-SUR-MER,46.197643,-1.442943
17137_MARSILLY -,17137,MARSILLY -,46.226702,-1.139441
17230_MARANS,17230,MARANS,46.314324,-1.004164
17220_MONTROY,17220,MONTROY,46.158368,-1.015945
17540_NUAILLE-D'AUNIS,17540,NUAILLE-D'AUNIS,46.231114,-0.926199
17940_RIVEDOUX-PLAGE,17940,RIVEDOUX-PLAGE,46.161976,-1.277881
17570_SAINT-AUGUSTIN,17570,SAINT-AUGUSTIN,45.677923,-1.097775
17220_SAINTE-SOULLE,17220,SAINTE-SOULLE,46.192684,-1.005373
17370_LE GRAND-VILLAGE-PLAGE,17370,LE GRAND-VILLAGE-PLAGE,45.865624,-1.236641
17123_ILE-D'AIX,17123,ILE-D'AIX,46.020406,-1.167686
17230_ANDILLY,17230,ANDILLY,46.250823,-1.02189
17580_LE BOIS-PLAGE-EN-RE,17580,LE BOIS-PLAGE-EN-RE,46.182576,-1.386186
17920_BREUILLET,17920,BREUILLET,45.690122,-1.054754
17890_CHAILLEVETTE,17890,CHAILLEVETTE,45.729997,-1.067737
17210_CHEPNIERS,17210,CHEPNIERS,45.251936,-0.311801
17260_CRAVANS -,17260,CRAVANS -,45.59269,-0.713711
17630_LA FLOTTE,17630,LA FLOTTE,46.186061,-1.314043
17111_LOIX,17111,LOIX,46.222784,-1.446893
17113_MORNAC-SUR-SEUDRE,17113,MORNAC-SUR-SEUDRE,45.706019,-1.024734
17190_SAINT-GEORGES-D'OLERON,17190,SAINT-GEORGES-D'OLERON,45.970667,-1.314768
17400_SAINT-JEAN-D'ANGELY,17400,SAINT-JEAN-D'ANGELY,45.942512,-0.521692
17620_SAINT-JEAN-D'ANGLE,17620,SAINT-JEAN-D'ANGLE,45.822595,-0.948098
17740_SAINTE-MARIE-DE-RE,17740,SAINTE-MARIE-DE-RE,46.155424,-1.330263
17410_SAINT-MARTIN-DE-RE,17410,SAINT-MARTIN-DE-RE,46.200717,-1.361552
17370_SAINT-TROJAN-LES-BAINS,17370,SAINT-TROJAN-LES-BAINS,45.837827,-1.207551
17700_SURGERES,17700,SURGERES,46.103571,-0.756848
17730_PORT-DES-BARQUES,17730,PORT-DES-BARQUES,45.947322,-1.088664
17840_LA BREE-LES-BAINS,17840,LA BREE-LES-BAINS,46.01246,-1.343593
17370_SAINT-TROJAN-LES-BAINS -,17370,SAINT-TROJAN-LES-BAINS -,45.837827,-1.207551
17520_SAINTE-LHEURINE,17520,SAINTE-LHEURINE,45.523268,-0.361156
17700_SURGERES -,17700,SURGERES -,46.103571,-0.756848
17210_SAINT-PALAIS-DE-NEGRIGNAC,17210,SAINT-PALAIS-DE-NEGRIGNAC,45.275022,-0.208311
17240_SAINT-GERMAIN-DU-SEUDRE,17240,SAINT-GERMAIN-DU-SEUDRE,45.517035,-0.689496
17580_LE BOIS-PLAGE-EN-RE -,17580,LE BOIS-PLAGE-EN-RE -,46.182576,-1.386186
17350_CRAZANNES,17350,CRAZANNES,45.848793,-0.707174
17100_COURCOURY,17100,COURCOURY,45.703932,-0.561623
17320_MARENNES -,17320,MARENNES -,45.829922,-1.103403
17137_NIEUL-SUR-MER -,17137,NIEUL-SUR-MER -,46.209438,-1.163916
17210_POLIGNAC,17210,POLIGNAC,45.279996,-0.30665
17120_SEMUSSAC,17120,SEMUSSAC,45.597964,-0.921584
17240_SAINT-FORT-SUR-GIRONDE -,17240,SAINT-FORT-SUR-GIRONDE -,45.45736,-0.725012
17290_THAIRE -,17290,THAIRE -,46.075843,-0.997381
17200_ROYAN -,17200,ROYAN -,45.634186,-1.017415
17150_SOUBRAN,17150,SOUBRAN,45.353328,-0.518138
17130_COUX,17130,COUX,45.313863,-0.403219
17170_TAUGON,17170,TAUGON,46.314762,-0.832492
17270_SAINT-MARTIN-D'ARY -,17270,SAINT-MARTIN-D'ARY -,,
17690_ANGOULINS -,17690,ANGOULINS -,46.103589,-1.109098
17250_TRIZAY -,17250,TRIZAY -,45.879045,-0.90125
17400_SAINT-JEAN-D'ANGELY -,17400,SAINT-JEAN-D'ANGELY -,45.942512,-0.521692
17500_JONZAC -,17500,JONZAC -,45.444416,-0.427413
17600_SAUJON -,17600,SAUJON -,45.673346,-0.935478
17320_HIERS-BROUAGE,17320,HIERS-BROUAGE,45.829922,-1.103403
17430_TONNAY-CHARENTE -,17430,TONNAY-CHARENTE -,45.962307,-0.878125
17180_PERIGNY,17180,PERIGNY,46.161036,-1.099583
17620_ECHILLAIS,17620,ECHILLAIS,45.897112,-0.958577
17170_CRAMCHABAN,17170,CRAMCHABAN,46.218917,-0.720422
17170_COURCON -,17170,COURCON -,46.257399,-0.774728
17120_SEMUSSAC -,17120,SEMUSSAC -,45.597964,-0.921584
17700_SAINT-SATURNIN-DU-BOIS,17700,SAINT-SATURNIN-DU-BOIS,46.140082,-0.671247
17240_CLION,17240,CLION,45.47334,-0.506821
17550_DOLUS-D'OLERON -,17550,DOLUS-D'OLERON -,45.907504,-1.266928
17550_DOLUS-D'OLERON,17550,DOLUS-D'OLERON,45.907504,-1.266928
17100_VENERAND -,17100,VENERAND -,45.787953,-0.539594
17520_SAINT-EUGENE,17520,SAINT-EUGENE,45.505509,-0.26649
17120_ARCES,17120,ARCES,45.56206,-0.875047
17450_SAINT-LAURENT-DE-LA-PREE,17450,SAINT-LAURENT-DE-LA-PREE,45.98524,-1.031914
17300_VERGEROUX,17300,VERGEROUX,45.970584,-0.978609
17400_SAINT-DENIS-DU-PIN,17400,SAINT-DENIS-DU-PIN,46.007326,-0.511986
17570_LES MATHES -,17570,LES MATHES -,45.708244,-1.165186
18000_BOURGES,18000,BOURGES,47.082882,2.402294
18400_LUNERY,18400,LUNERY,46.939241,2.259054
18500_MEHUN-SUR-YEVRE,18500,MEHUN-SUR-YEVRE,47.136109,2.228695
18200_SAINT-AMAND-MONTROND,18200,SAINT-AMAND-MONTROND,46.723917,2.522901
18600_SANCOINS -,18600,SANCOINS -,46.81824,2.914417
18300_SAINT-SATUR,18300,SAINT-SATUR,47.342822,2.851318
18220_LES AIX-D'ANGILLON,18220,LES AIX-D'ANGILLON,47.195309,2.564366
18800_BAUGY,18800,BAUGY,47.077146,2.74813
18240_BOULLERET,18240,BOULLERET,47.428794,2.878952
18200_BRUERE-ALLICHAMPS,18200,BRUERE-ALLICHAMPS,46.772325,2.432681
18370_CHATEAUMEILLANT,18370,CHATEAUMEILLANT,46.556452,2.206287
18300_FEUX,18300,FEUX,47.225901,2.859838
18380_IVOY-LE-PRE,18380,IVOY-LE-PRE,47.347254,2.498613
18110_VASSELAY,18110,VASSELAY,47.156327,2.385913
18260_VAILLY-SUR-SAULDRE,18260,VAILLY-SUR-SAULDRE,47.458098,2.644762
18300_VEAUGUES,18300,VEAUGUES,47.262278,2.755537
18800_BAUGY -,18800,BAUGY -,47.077146,2.74813
18700_AUBIGNY-SUR-NERE,18700,AUBIGNY-SUR-NERE,47.482516,2.428376
18300_BUE,18300,BUE,47.308211,2.792191
18140_HERRY,18140,HERRY,47.230966,2.939043
18240_LERE,18240,LERE,47.467864,2.871941
18510_MENETOU-SALON,18510,MENETOU-SALON,47.247562,2.482357
